industry_sector,consumption_unit,energy_consumed,emissions_co2eq,fuel_description,fuel_type,financial_year_start_date
Iron and Steel,tonne,0.01620780677,52691.71875,Furnace oil,petroleum fuels,2008-01-01 00:00:00+05:30
Non-specified Industry,Tonne,0.001186516136,4855.882813,Petroleum coke,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Ferrous Metals,Kwatt,0.007402000017,84363.57813,Electricity purchased,Forms of energy,2015-01-01 00:00:00+05:30
Chemicals & fertilisers,Cubic meter,7.267413333e-06,17.08548546,Gas consumed,All Gases,2011-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0005452031037,1678.871094,Other light petroleum oils and light oils obtained from bituminous minerals n.e.c,petroleum fuels,2017-01-01 00:00:00+05:30
Non-Ferrous Metals,K.litres,1.755740232e-05,54.65345001,Diesel,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Ferrous Metals,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2014-01-01 00:00:00+05:30
"Pulp, Paper and Print",Tonne,0.1487920349,602878.1875,Coal consumed,Coal and Lignite,2012-01-01 00:00:00+05:30
"Pulp, Paper and Print",Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2015-01-01 00:00:00+05:30
Transport Equipment,K. Watt,0.04572110687,515784.5,Electricity purchased,Forms of energy,2011-01-01 00:00:00+05:30
Wood and wood products,Cubic meter,5.263078506e-08,0.1237334907,Gas consumed,Natural gas,2010-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.000165283127,742.1710205,Petroleum products obtained from bitumen n.e.c.,petroleum fuels,2015-01-01 00:00:00+05:30
Machinery,Cubic meter,4.362411785e-06,10.25590706,Gas consumed,Natural gas,2014-01-01 00:00:00+05:30
Chemicals & fertilisers,Litre,0.0003678165958,1195.774902,Furnace oil,Petroleum fuels,2014-01-01 00:00:00+05:30
Machinery,K. litre,0.0002314860321,720.579895,Diesel,petroleum fuels,2013-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,2.74116428e-05,85.32816315,Diesel,petroleum fuels,2014-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0003043312754,915.4813843,Superior kerosene,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.001924935554,7799.487793,Coal consumed,Coal and Lignite,2005-01-01 00:00:00+05:30
Chemicals & fertilisers,tonne,1.979262834e-06,8.100241661,Petroleum coke calcined,petroleum fuels,2009-01-01 00:00:00+05:30
Machinery,Cubic meter,1.965039615e-07,0.4619752765,natural gas,Natural gas,2010-01-01 00:00:00+05:30
Non-Ferrous Metals,tonne,0.003156758612,10262.64746,Furnace oil,petroleum fuels,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,2.672455139e-06,8.039209366,Superior kerosene,petroleum fuels,2013-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.03275572509,146736.1094,Coal ash,Coal,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.01711473241,76669.02344,"Briquettes, coal, coal dust",Coal,2014-01-01 00:00:00+05:30
Machinery,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2016-01-01 00:00:00+05:30
Non-Ferrous Metals,K. Watt,0.004838439916,55145.64844,Electricity purchased,Forms of energy,2013-01-01 00:00:00+05:30
Non-specified Industry,Tonne,0.001423282898,4837.874512,"Other coal tar oil pitch products, n.e.c.",Coal and Lignite,2014-01-01 00:00:00+05:30
Wood and wood products,tonne,7.827720765e-07,3.171649694,Coal consumed,Coal and Lignite,2004-01-01 00:00:00+05:30
Non-Ferrous Metals,Cubic meter,3.477365951e-08,0.08175189048,Gas consumed,All Gases,2011-01-01 00:00:00+05:30
Non-specified Industry,K. litre,0.0007729579229,2406.097412,Gas oils,petroleum fuels,2014-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K.litres,0.0001266334584,411.6864014,Fuel oils n.e.c,petroleum fuels,2010-01-01 00:00:00+05:30
Chemicals & fertilisers,Cubic meter,0.004079846495,9586.30957,Gas consumed,Natural gas,2008-01-01 00:00:00+05:30
Non-Ferrous Metals,tonne,0.0003036395065,1242.661377,Petroleum coke,petroleum fuels,2007-01-01 00:00:00+05:30
Machinery,Tonne,3.850282883e-05,156.0064392,Coal consumed,Coal and Lignite,2014-01-01 00:00:00+05:30
Non-specified Industry,kwh,0.03321776391,367006.5625,Electricity purchased,Forms of energy,2009-01-01 00:00:00+05:30
Wood and wood products,Tonne,0.003468646668,14195.62793,Petroleum coke,petroleum fuels,2012-01-01 00:00:00+05:30
Chemicals & fertilisers,Litres,0.002063016873,6706.885254,Furnace oil,petroleum fuels,2011-01-01 00:00:00+05:30
Textile and Leather,Litre,0.0007651907508,2487.641602,Furnace oil,petroleum fuels,2015-01-01 00:00:00+05:30
Machinery,tonne,3.595995076e-05,147.1680908,Petroleum coke calcined,petroleum fuels,2007-01-01 00:00:00+05:30
Machinery,Litres,0.02057255059,66881.53125,Furnace oil,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,Cubic meter,4.634667004e-05,108.9597168,Gas consumed,Natural gas,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.008651104989,98600.125,Electricity purchased,Forms of energy,2017-01-01 00:00:00+05:30
Transport Equipment,K. Watt,0.04780525715,544855.75,Electricity purchased,Forms of energy,2013-01-01 00:00:00+05:30
Wood and wood products,Kwatt,0.01804836853,205704.5313,Electricity purchased,Forms of energy,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0001462218788,441.6974487,Kerosene,petroleum fuels,2017-01-01 00:00:00+05:30
Machinery,Kg,0.0007612553891,2012.795776,Liquidified petroleum gas (LPG),Petroleum fuels,2015-01-01 00:00:00+05:30
Non-specified Industry,Tonne,0.001387097756,4714.877441,"Other coal tar oil pitch products, n.e.c.",Coal and Lignite,2015-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.004462012555,13478.55469,Kerosene,petroleum fuels,2016-01-01 00:00:00+05:30
Non-specified Industry,Litre,3.495374767e-05,113.6349258,Furnace oil,petroleum fuels,2015-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K.litres,0.0002438812371,736.7004395,Kerosene,petroleum fuels,2011-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",kwh,0.006056047785,71840.49219,Electricity purchased,Forms of energy,2005-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2016-01-01 00:00:00+05:30
Transport Equipment,Kg,0.001866883948,4936.130859,Liquidified petroleum gas (LPG),Petroleum fuels,2017-01-01 00:00:00+05:30
Non-Ferrous Metals,tonne,0.0002758273913,1128.838745,Petroleum coke,petroleum fuels,2008-01-01 00:00:00+05:30
Machinery,K. litre,1.147765215e-05,35.72813797,Diesel,petroleum fuels,2016-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0001555079652,478.8634033,Other light petroleum oils and light oils obtained from bituminous minerals n.e.c,petroleum fuels,2015-01-01 00:00:00+05:30
Machinery,Kg,5.607535059e-05,148.2659149,Liquidified petroleum gas (LPG),Petroleum fuels,2017-01-01 00:00:00+05:30
Non-specified Industry,Tonne,0.0144789381,58666.01563,Coal consumed,Coal and Lignite,2012-01-01 00:00:00+05:30
Machinery,K. Watt,0.03520441423,401238.9063,Electricity purchased,Forms of energy,2013-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,8.655961778e-07,3.542500019,Petroleum coke calcined,petroleum fuels,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.0006954928394,2846.342529,Petroleum coke,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,1.022651941e-05,30.76314926,Superior kerosene,petroleum fuels,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,2.017317691e-08,0.06279595196,High speed diesel,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,K. Watt,0.0,0.0,Electricity own generated,Forms of energy,2011-01-01 00:00:00+05:30
Transport Equipment,K. litre,0.00132950861,4322.243652,Fuel oils n.e.c,petroleum fuels,2017-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,0.002030164935,6319.586426,High speed diesel,petroleum fuels,2008-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",k. litres,0.001144826296,3458.216309,Kerosene,petroleum fuels,2008-01-01 00:00:00+05:30
Iron and Steel,Kwatt,0.05860252378,667916.5625,Electricity purchased,Forms of energy,2014-01-01 00:00:00+05:30
Iron and Steel,K. Watt,0.0047064065,53640.80859,Electricity purchased,Forms of energy,2013-01-01 00:00:00+05:30
Textile and Leather,K. litre,0.0006292386097,2045.660034,Fuel oils n.e.c,petroleum fuels,2017-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Tonne,0.0003719707311,1522.310669,Petroleum coke,petroleum fuels,2015-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.004854175262,19865.98047,Petroleum coke,petroleum fuels,2017-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",cubic meter,0.0002078910766,488.7460632,natural gas,Natural gas,2005-01-01 00:00:00+05:30
Machinery,K. litre,1.444310897e-06,4.495913982,Diesel,petroleum fuels,2015-01-01 00:00:00+05:30
Transport Equipment,K.litres,0.003629349871,10568.22363,"Fuel, aviation turbine",petroleum fuels,2010-01-01 00:00:00+05:30
Wood and wood products,kwh,0.0,0.0,Electricity own generated,Forms of energy,2004-01-01 00:00:00+05:30
Machinery,tonne,8.572252409e-05,350.8241577,Petroleum coke calcined,petroleum fuels,2009-01-01 00:00:00+05:30
Textile and Leather,Litres,0.002524237381,8206.316406,Furnace oil,petroleum fuels,2012-01-01 00:00:00+05:30
Machinery,Cubic meter,9.143292282e-06,21.49562263,Gas consumed,All Gases,2011-01-01 00:00:00+05:30
Machinery,K.litres,0.0002741327917,853.3325806,Diesel,petroleum fuels,2012-01-01 00:00:00+05:30
Transport Equipment,kwh,0.0001093129061,1296.735596,Electricity purchased,Forms of energy,2005-01-01 00:00:00+05:30
Non-Ferrous Metals,Tonne,0.004480254371,18335.6875,Petroleum coke calcined,petroleum fuels,2016-01-01 00:00:00+05:30
Textile and Leather,K.litres,0.0005401383387,1631.614502,Kerosene,petroleum fuels,2011-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,7.864913641e-05,321.8759155,Petroleum coke calcined,petroleum fuels,2009-01-01 00:00:00+05:30
Iron and Steel,Litre,0.00110173237,3581.740967,Furnace oil,petroleum fuels,2013-01-01 00:00:00+05:30
Non-specified Industry,Kg,0.006023550406,15926.55664,Liquidified petroleum gas (LPG),Petroleum fuels,2014-01-01 00:00:00+05:30
Transport Equipment,K. litre,4.091086794e-06,12.73491478,High speed diesel,petroleum fuels,2015-01-01 00:00:00+05:30
Textile and Leather,tonne,1.096823871e-05,44.88812256,Petroleum coke calcined,petroleum fuels,2004-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",kwh,0.0,0.0,Electricity own generated,Forms of energy,2004-01-01 00:00:00+05:30
Iron and Steel,Kwatt,0.09818022273,1118999.625,Electricity purchased,Forms of energy,2017-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,2.366724038e-05,95.89533997,Coal consumed,Coal and Lignite,2004-01-01 00:00:00+05:30
Non-Metallic Minerals,Litre,4.27726917e-07,1.390543818,Furnace oil,petroleum fuels,2017-01-01 00:00:00+05:30
Non-specified Industry,Kg,0.0001051372892,247.1748047,"Gas, n.e.c",All gases,2014-01-01 00:00:00+05:30
Machinery,Kg,0.001181520289,2777.720947,"Gas, n.e.c",All gases,2017-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2015-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.00841379445,25415.83789,Kerosene,petroleum fuels,2013-01-01 00:00:00+05:30
Transport Equipment,K. Watt,0.0,0.0,Electricity own generated,Forms of energy,2013-01-01 00:00:00+05:30
Chemicals & fertilisers,k. litres,2.672598566e-05,83.19382477,High speed diesel,petroleum fuels,2005-01-01 00:00:00+05:30
Non-Ferrous Metals,Litres,0.001865979633,6066.31543,Furnace oil,petroleum fuels,2012-01-01 00:00:00+05:30
Transport Equipment,Tonne,0.0117495181,48085.55078,Petroleum coke,petroleum fuels,2013-01-01 00:00:00+05:30
Iron and Steel,k. litres,1.635021181e-05,50.89565659,Diesel,petroleum fuels,2006-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",tonne,0.0113352919,36851.12891,Furnace oil,petroleum fuels,2007-01-01 00:00:00+05:30
Iron and Steel,tonne,0.01961355843,80269.57031,Petroleum coke,petroleum fuels,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.002408799133,9760.014648,Coal consumed,Coal and Lignite,2008-01-01 00:00:00+05:30
Machinery,kwh,0.0,0.0,Electricity own generated,Forms of energy,2004-01-01 00:00:00+05:30
Transport Equipment,Tonne,0.0006311006146,2582.814209,Petroleum coke calcined,petroleum fuels,2013-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.006824021228,26904.93164,Coal,Coal,2017-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,5.298550241e-05,164.9355927,High speed diesel,petroleum fuels,2014-01-01 00:00:00+05:30
Iron and Steel,tonne,0.0212585628,87001.84375,Petroleum coke,petroleum fuels,2005-01-01 00:00:00+05:30
Machinery,tonne,0.01536574494,49954.16797,Furnace oil,petroleum fuels,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.009019930789,102803.7891,Electricity purchased,Forms of energy,2016-01-01 00:00:00+05:30
Textile and Leather,k. litres,0.001981263747,5984.871582,Kerosene,petroleum fuels,2009-01-01 00:00:00+05:30
Textile and Leather,K. litre,0.0008671397227,2699.270508,Diesel,petroleum fuels,2015-01-01 00:00:00+05:30
Iron and Steel,kwh,0.001470161874,17097.98633,Electricity purchased,Forms of energy,2007-01-01 00:00:00+05:30
Machinery,Tonne,0.001388244207,5624.912109,Coal consumed,Coal and Lignite,2011-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,2.738110197e-05,84.31598663,"Medium petroleum oil, n.e.c.",petroleum fuels,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,kwh,0.0004400923004,4862.361328,Electricity purchased,Forms of energy,2009-01-01 00:00:00+05:30
Textile and Leather,Cubic meter,2.482341666e-09,0.00583591545,Gas consumed,All gases,2013-01-01 00:00:00+05:30
Transport Equipment,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2014-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Cubic meter,6.900188501e-06,16.2221489,Gas consumed,All gases,2013-01-01 00:00:00+05:30
Transport Equipment,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2010-01-01 00:00:00+05:30
Wood and wood products,kwh,0.00418925923,46285.04297,Electricity purchased,Forms of energy,2009-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",tonne,0.0003599758491,1458.556396,Coal consumed,Coal and Lignite,2004-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,8.192312816e-05,238.5501251,Spirit type (gasolene type) jet fuel,petroleum fuels,2012-01-01 00:00:00+05:30
Non-specified Industry,Cubic meter,5.709413017e-05,134.2266998,Re-gasified LNG,Natural gas,2016-01-01 00:00:00+05:30
Transport Equipment,Kwatt,0.0586368935,668308.3125,Electricity purchased,Forms of energy,2015-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.001726393704,6995.032715,Coal consumed,Coal and Lignite,2011-01-01 00:00:00+05:30
Non-Ferrous Metals,tonne,2.522050863e-06,10.32163239,Petroleum coke calcined,petroleum fuels,2006-01-01 00:00:00+05:30
Chemicals & fertilisers,,0.0,0.0,Electricity own generated,Forms of energy,2006-01-01 00:00:00+05:30
Wood and wood products,kwh,0.0004891894225,5803.05957,Electricity purchased,Forms of energy,2005-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.001488620765,6092.262695,Petroleum coke calcined,petroleum fuels,2012-01-01 00:00:00+05:30
Iron and Steel,k. litres,9.196187989e-07,2.777924061,Kerosene,petroleum fuels,2007-01-01 00:00:00+05:30
Non-Ferrous Metals,kwh,0.0,0.0,Electricity own generated,Forms of energy,2008-01-01 00:00:00+05:30
Machinery,tonne,1.544649422e-05,63.21563339,Petroleum coke calcined,petroleum fuels,2004-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,8.590296829e-07,2.584110498,Superior kerosene,petroleum fuels,2011-01-01 00:00:00+05:30
"Pulp, Paper and Print",Tonne,0.01011299528,41387.99219,Petroleum coke calcined,petroleum fuels,2011-01-01 00:00:00+05:30
Non-specified Industry,Cubic meter,0.005396729669,12680.55566,Gas consumed,Natural gas,2008-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,0.005002629943,15111.61621,Kerosene,petroleum fuels,2008-01-01 00:00:00+05:30
Machinery,k. litres,0.0009885217296,3077.113525,Diesel,petroleum fuels,2008-01-01 00:00:00+05:30
Transport Equipment,Tonne,0.008957671933,36659.76953,Petroleum coke,petroleum fuels,2011-01-01 00:00:00+05:30
Transport Equipment,K. Watt,0.0506162223,582780.1875,Electricity purchased,Forms of energy,2012-01-01 00:00:00+05:30
Textile and Leather,Tonne,0.0009510473465,3892.213867,Petroleum coke calcined,petroleum fuels,2015-01-01 00:00:00+05:30
Machinery,tonne,5.015268471e-05,205.2526093,Petroleum coke calcined,Petroleum fuels,2009-01-01 00:00:00+05:30
Non-Ferrous Metals,Litre,0.002961402992,9627.545898,Furnace oil,petroleum fuels,2017-01-01 00:00:00+05:30
Machinery,k. litres,0.001255885232,3909.374756,Diesel,petroleum fuels,2006-01-01 00:00:00+05:30
"Pulp, Paper and Print",Kwatt,0.05773574846,658037.5625,Electricity purchased,Forms of energy,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.02807383884,319968.875,Electricity purchased,Forms of energy,2017-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,5.535821757e-08,0.16722247,Kerosene n.e.c,petroleum fuels,2013-01-01 00:00:00+05:30
Transport Equipment,kwh,0.004269962315,49659.67578,Electricity purchased,Forms of energy,2007-01-01 00:00:00+05:30
Machinery,Kg,6.924603804e-05,162.7954865,"Gas, n.e.c",All gases,2016-01-01 00:00:00+05:30
Wood and wood products,Tonne,0.006461529993,26444.16797,Petroleum coke,petroleum fuels,2010-01-01 00:00:00+05:30
"Pulp, Paper and Print",Tonne,0.1935125552,784077.625,Coal consumed,Coal and Lignite,2011-01-01 00:00:00+05:30
Iron and Steel,tonne,0.004739021417,18684.44531,Coal,Coal,2008-01-01 00:00:00+05:30
Textile and Leather,K.litres,5.62271307e-05,182.7948761,Fuel oils n.e.c,petroleum fuels,2011-01-01 00:00:00+05:30
Iron and Steel,tonne,0.0002925196313,1197.15271,Petroleum coke,Petroleum fuels,2005-01-01 00:00:00+05:30
Transport Equipment,kwh,0.0,0.0,Electricity own generated,Forms of energy,2007-01-01 00:00:00+05:30
Transport Equipment,Tonne,0.0003839352576,1555.63562,Coal consumed,Coal and Lignite,2016-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0003639023053,1183.049438,Fuel oils n.e.c,petroleum fuels,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,2.30843753e-08,0.07185806334,Gas oils,petroleum fuels,2011-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,0.000175382098,527.579834,Superior kerosene,petroleum fuels,2011-01-01 00:00:00+05:30
Machinery,K. litre,0.01230514795,37891.85156,"Medium petroleum oil, n.e.c.",petroleum fuels,2015-01-01 00:00:00+05:30
Machinery,K. litre,0.004233859014,13037.53223,Other light petroleum oils and light oils obtained from bituminous minerals n.e.c,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Ferrous Metals,K. litre,0.0002412277245,784.2333984,Fuel oils n.e.c,petroleum fuels,2013-01-01 00:00:00+05:30
Iron and Steel,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2010-01-01 00:00:00+05:30
Non-specified Industry,kwh,0.00518736777,61535.6875,Electricity purchased,Forms of energy,2005-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,2.984528535e-08,0.09290371835,Diesel,petroleum fuels,2005-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,1.397721576e-06,4.222146034,Kerosene,petroleum fuels,2010-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Cubic meter,0.002439189129,5734.465332,Gas consumed,Natural gas,2009-01-01 00:00:00+05:30
Chemicals & fertilisers,kwh,0.001937680048,22985.92773,Electricity purchased,Forms of energy,2004-01-01 00:00:00+05:30
Chemicals & fertilisers,tonne,0.09676380893,392069.3125,Coal consumed,Coal and Lignite,2005-01-01 00:00:00+05:30
